blockNo,blockhash,ticket1,winningNumber1,ticket2,winningNumber2
3812692,8123,33761,1,59975,7
3812693,3233,8796,12,14980,4
3812694,18791,36480,0,58052,4
3812695,21118,34431,15,9443,3
3812696,65313,37162,10,53359,15
3812697,64087,54250,10,8840,8
3812698,50457,4938,10,64639,15
3812699,744,38599,7,15199,15
3812700,47138,30852,4,10313,9
3812701,33840,53265,1,59073,1
3812702,48399,20810,10,53651,3
3812703,14176,54748,12,6793,9
3812704,37682,53016,8,16192,0
3812705,12534,15710,14,31949,13
3812706,47085,49713,1,45162,10
3812707,51884,30155,11,8870,6
3812708,20987,49365,5,54817,1
3812709,50589,53732,4,56594,2
3812710,46700,35152,0,17913,9
3812711,57616,62158,14,10671,15
3812712,11083,17376,0,23970,2
3812713,53842,32461,13,29396,4
3812714,43948,31743,15,28721,1
3812715,16365,38649,9,3117,13
3812716,50210,39150,14,13243,11
3812717,4243,40398,14,25230,14
3812718,51088,46231,7,52141,13
3812719,63538,6523,11,3930,10
3812720,18552,3387,11,35230,14
3812721,10770,57726,14,59928,8
3812722,49916,21360,0,27852,12
3812723,49077,23941,5,3897,9
3812724,30961,11344,0,42563,3
3812725,15508,52353,1,14714,10
3812726,38808,55338,10,4453,5
3812727,35267,12401,1,13219,3
3812728,17855,9306,10,3818,10
3812729,50390,51419,11,24164,4
3812730,19550,14546,2,51441,1
3812731,19553,19131,11,2739,3
3812732,3177,54292,4,12963,3
3812733,45515,39606,6,43898,10
3812734,18448,48040,8,43455,15
3812735,32423,62729,9,55417,9
3812736,36433,25427,3,54681,9
3812737,29222,52836,4,19031,7
3812738,50081,42982,6,1198,14
3812739,16081,12109,13,45906,2
3812740,136,30394,10,56164,4
3812741,6634,58519,7,10494,14
3812742,8095,13309,13,4223,15
3812743,33961,29395,3,56400,0
3812744,23982,43809,1,63717,5
3812745,38379,37998,14,2835,3
3812746,52543,60056,8,6845,13
3812747,34541,17083,11,36594,2
3812748,43593,8539,11,5652,4
3812749,2046,64319,15,61380,4
3812750,30954,65229,13,23415,7
3812751,1668,39770,10,44859,11
3812752,41124,32193,1,35756,12
3812753,24491,46496,0,58774,6
3812754,61305,63231,15,1267,3
3812755,42786,43102,14,42838,6
3812756,15633,29538,2,17869,13
3812757,29272,59914,10,48746,10
3812758,6844,43288,8,9434,10
3812759,12435,16626,2,240,0
3812760,53977,49858,2,35487,15
3812761,22841,2090,10,36100,4
3812762,13169,44900,4,54254,14
3812763,13791,17489,1,39041,1
3812764,27067,13132,12,6586,10
3812765,8657,19275,11,46185,9
3812766,8796,9002,10,38495,15
3812767,302,25259,11,19248,0
3812768,23494,37773,13,33491,3
3812769,39320,46916,4,51778,2
3812770,20852,49814,6,9539,3
3812771,13276,29586,2,64841,9
3812772,35673,209,1,2912,0
3812773,23811,11633,1,8351,15
3812774,18639,44287,15,1652,4
3812775,23755,48170,10,39773,13
3812776,37185,38206,14,46357,5
3812777,20738,40223,15,64965,5
3812778,60171,15431,7,53138,2
3812779,23985,58336,0,55492,4
3812780,63291,14536,8,15909,5
3812781,35266,54775,7,34359,7
3812782,52798,34839,7,49556,4
3812783,2830,33259,11,54550,6
3812784,46182,41602,2,54985,9
3812785,21629,41820,12,54661,5
3812786,14237,49751,7,13691,11
3812787,55074,43732,4,13084,12
3812788,20176,22310,6,18914,2
3812789,33144,16481,1,51556,4
3812790,10918,25452,12,62712,8
3812791,837,39667,3,53649,1
3812792,12730,59657,9,43100,12
3812793,7180,27693,13,4058,10
3812794,10646,52895,15,1792,0
3812795,13257,15731,3,58320,0
3812796,10025,1289,9,43918,14
3812797,47525,5448,8,27915,11
3812798,4787,13917,13,60097,1
3812799,8770,28231,7,8140,12
3812800,38135,41944,8,55618,2
3812801,14465,51599,15,28435,3
3812802,29000,19503,15,5385,9
3812803,15359,20124,12,6237,13
3812804,62918,61264,0,9574,6
3812805,60304,9926,6,19043,3
3812806,2194,28109,13,40727,7
3812807,59083,135,7,37905,1
3812808,30524,37396,4,62729,9
3812809,20875,45931,11,32899,3
3812810,5089,44228,4,57014,6
3812811,5108,59881,9,64207,15
3812812,64770,61630,14,60042,10
3812813,31963,2227,3,50059,11
3812814,33353,50882,2,26124,12
3812815,26825,64081,1,10390,6
3812816,9593,38932,4,61164,12
3812817,54216,60718,14,47469,13
3812818,45511,54135,7,56879,15
3812819,14288,19885,13,23113,9
3812820,51833,17849,9,17201,1
3812821,21889,29616,0,53922,2
3812822,45405,64982,6,18665,9
3812823,46850,33826,2,17103,15
3812824,29231,44263,7,40779,11
3812825,48628,1671,7,60905,9
3812826,42144,37060,4,4559,15
3812827,54009,51536,0,3545,9
3812828,58686,949,5,14837,5
3812829,11307,48783,15,42887,7
3812830,34432,27368,8,36117,5
3812831,8271,50366,14,11906,2
3812832,10958,23405,13,64298,10
3812833,845,51077,5,41200,0
3812834,20519,64029,13,64524,12
3812835,6653,15172,4,12200,8
3812836,32273,60749,13,9561,9
3812837,7511,2847,15,23564,12
3812838,31374,22063,15,42928,0
3812839,44996,16055,7,46100,4
3812840,30577,42089,9,49464,8
3812841,21407,25925,5,55952,0
3812842,42043,13442,2,18770,2
3812843,21375,32902,6,20461,13
3812844,16027,18774,6,35287,7
3812845,49465,24458,10,63860,4
3812846,22030,39390,14,53520,0
3812847,44854,24758,6,60062,14
3812848,59144,14493,13,37787,11
3812849,57837,52931,3,28761,9
3812850,57533,12877,13,2294,6
3812851,12396,31444,4,43349,5
3812852,33535,45132,12,15857,1
3812853,7964,20892,12,1082,10
3812854,15551,34812,12,21246,14
3812855,25694,15478,6,10004,4
3812856,5761,62048,0,18481,1
3812857,57335,8852,4,46948,4
3812858,41932,48735,15,40827,11
3812859,51206,17907,3,46389,5
3812860,15409,22208,0,1979,11
3812861,3944,20365,13,41292,12
3812862,19120,32623,15,1005,13
3812863,50616,40117,5,54169,9
3812864,58703,49759,15,8136,8
3812865,44606,31868,12,40053,5
3812866,8025,28223,15,41558,6
3812867,64434,942,14,55510,6
3812868,29351,59501,13,5817,9
3812869,40623,23006,14,34110,14
3812870,35172,64658,2,3227,11
3812871,45041,37882,10,4422,6
3812872,27778,53304,8,65265,1
3812873,63051,60703,15,37947,11
3812874,58718,14854,6,30987,11
3812875,24437,57878,6,31635,3
3812876,21248,57361,1,44504,8
3812877,145,45447,7,54553,9
3812878,22649,2713,9,39435,11
3812879,61925,3194,10,7180,12
3812880,1844,16744,8,29605,5
3812881,63567,29947,11,1905,1
3812882,5853,19590,6,7187,3
3812883,16113,59237,5,62187,11
3812884,54624,58225,1,7935,15
3812885,9035,49935,15,43060,4
3812886,61661,63929,9,64531,3
3812887,21072,48825,9,53885,13
3812888,36524,1592,8,25602,2
3812889,44285,56225,1,44848,0
3812890,31567,6174,14,27259,11
3812891,41515,63269,5,50384,0
3812892,12166,37331,3,45558,6
3812893,33178,1371,11,28383,15
3812894,10344,51417,9,22834,2
3812895,36427,29007,15,59193,9
3812896,6866,44639,15,33528,8
3812897,37269,30958,14,15234,2
3812898,41129,44484,4,14589,13
3812899,46664,32894,14,25632,0
3812900,56861,53972,4,44115,3
3812901,86,62741,5,11291,11
3812902,59647,44700,12,23282,2
3812903,1593,64738,2,38468,4
3812904,45242,27397,5,35227,11
3812905,19923,30107,11,1629,13
3812906,52728,2535,7,6573,13
3812907,15014,40016,0,8706,2
3812908,34687,28930,2,31870,14
3812909,54569,463,15,6852,4
3812910,25425,19235,3,53568,0
3812911,41427,5520,0,51009,1
3812912,46651,1028,4,53914,10
3812913,18225,11756,12,11318,6
3812914,14712,10179,3,9390,14
3812915,19801,23599,15,57414,6
3812916,58528,12405,5,9396,4
3812917,47982,26722,2,25895,7
3812918,4566,61859,3,4897,1
3812919,4150,26339,3,8687,15
3812920,36679,25917,13,546,2
3812921,7517,48157,13,12116,4
3812922,12479,12364,12,26979,3
3812923,15948,8273,1,28522,10
3812924,6164,36867,3,38563,3
3812925,14848,5452,12,44399,15
3812926,57700,49376,0,64606,14
3812927,27157,35190,6,5922,2
3812928,31144,18918,6,55588,4
3812929,58747,20981,5,57120,0
3812930,22138,28151,7,42945,1
3812931,33772,11404,12,41968,0
3812932,26257,48271,15,56514,2
3812933,43343,31217,1,21500,12
3812934,17813,17559,7,41816,8
3812935,12210,50840,8,49500,12
3812936,15513,13226,10,3586,2
3812937,7983,60470,6,37541,5
3812938,55695,44969,9,12249,9
3812939,49129,26063,15,2338,2
3812940,55692,47726,14,5395,3
3812941,18631,53266,2,54691,3
3812942,38420,40041,9,51128,8
3812943,1564,54770,2,42019,3
3812944,50194,51496,8,25252,4
3812945,19020,18488,8,11075,3
3812946,50720,48548,4,61297,1
3812947,64859,62238,14,8127,15
3812948,918,44346,10,3132,12
3812949,19099,21190,6,19004,12
3812950,4529,28023,7,17237,5
3812951,33082,3032,8,18570,10
3812952,63277,51785,9,735,15
3812953,40746,16917,5,34747,11
3812954,44851,55738,10,62459,11
3812955,35137,34646,6,19925,5
3812956,33839,53825,1,1616,0
3812957,22274,62055,7,23221,5
3812958,14484,41532,12,64983,7
3812959,64920,26576,0,59801,9
3812960,4486,42992,0,10988,12
3812961,29358,17046,6,48159,15
3812962,15977,37482,10,55735,7
3812963,46266,61189,5,1894,6
3812964,58848,30282,10,4599,7
3812965,5607,26161,1,41114,10
3812966,46487,18709,5,15047,7
3812967,8008,39935,15,6001,1
3812968,52871,12514,2,20834,2
3812969,32807,29193,9,59915,11
3812970,43281,3650,2,37543,7
3812971,27463,28333,13,10598,6
3812972,44146,31252,4,56514,2
3812973,25893,45285,5,42873,9
3812974,23821,47773,13,61482,10
3812975,45767,3253,5,29238,6
3812976,50812,40273,1,5831,7
3812977,33832,44827,11,50456,8
3812978,38791,38290,2,51897,9
3812979,3661,36336,0,30186,10
3812980,17122,37337,9,11558,6
3812981,26172,13773,13,30915,3
3812982,7079,28932,4,19396,4
3812983,61145,10516,4,55532,12
3812984,45602,6402,2,52866,2
3812985,24746,9712,0,42452,4
3812986,36274,799,15,7846,6
3812987,47805,32858,10,24477,13
3812988,45353,35687,7,61605,5
3812989,5308,60401,1,28478,14
3812990,24054,52120,8,24594,2
3812991,61759,32551,7,4276,4
3812992,53122,39128,8,26798,14
3812993,55618,39953,1,38908,12
3812994,23473,10763,11,7211,11
3812995,14160,23109,5,3923,3
3812996,20711,6683,11,8378,10
3812997,7303,28518,6,16937,9
3812998,21337,8539,11,519,7
3812999,34741,13376,0,32158,14
3813000,48121,20961,1,41587,3
3813001,37832,49629,13,39070,14
3813002,22034,15962,10,38453,5
3813003,63436,52872,8,11306,10
3813004,45806,38663,7,24452,4
3813005,29982,30673,1,23527,7
3813006,18346,30296,8,36905,9
3813007,63256,28098,2,8072,8
3813008,22636,50852,4,15551,15
3813009,36004,64442,10,34201,9
3813010,35254,31379,3,6905,9
3813011,11864,46574,14,32607,15
3813012,37610,38589,13,63637,5
3813013,37353,22648,8,25254,6
3813014,4977,16037,5,61173,5
3813015,55917,9466,10,12447,15
3813016,2709,31289,9,17752,8
3813017,7601,58601,9,11352,8
3813018,38681,3362,2,16713,9
3813019,28239,24303,15,18638,14
3813020,65321,34296,8,57047,7
3813021,12874,821,5,49847,7
3813022,65282,47971,3,54805,5
3813023,7416,42400,0,53877,5
3813024,55751,24040,8,35991,7
3813025,60844,43895,7,24385,1
3813026,59413,26919,7,10984,8
3813027,46362,38442,10,63440,0
3813028,17043,10484,4,56339,3
3813029,20276,10799,15,57257,9
3813030,39344,37034,10,40920,8
3813031,40373,29452,12,23013,5
3813032,26993,16790,6,25482,10
3813033,46949,42190,14,24497,1
3813034,59464,45535,15,24983,7
3813035,61906,30843,11,14799,15
3813036,7165,21335,7,62176,0
3813037,466,16980,4,43998,14
3813038,1732,63806,14,16310,6
3813039,51041,33883,11,33882,10
3813040,30424,61407,15,30600,8
3813041,47027,33897,9,24582,6
3813042,20566,58500,4,44814,14
3813043,3503,28168,8,25211,11
3813044,2927,22746,10,25912,8
3813045,575,6747,11,32627,3
3813046,60391,32380,12,5108,4
3813047,58999,1415,7,10032,0
3813048,12535,43798,6,33970,2
3813049,18063,11266,2,30898,2
3813050,28368,23234,2,782,14
3813051,59062,28837,5,35615,15
3813052,8610,50003,3,30849,1
3813053,19589,1289,9,15041,1
3813054,64016,55630,14,6323,3
3813055,50496,46709,5,49334,6
3813056,9978,15222,6,34675,3
3813057,46685,35981,13,50594,2
3813058,145,26986,10,45889,1
3813059,37495,62947,3,5212,12
3813060,42306,23124,4,42393,9
3813061,60877,48623,15,33721,9
3813062,2571,25306,10,13707,11
3813063,54995,21944,8,31047,7
3813064,11960,9578,10,42344,8
3813065,31511,40723,3,18019,3
3813066,21098,18596,4,36562,2
3813067,16010,27189,5,61499,11
3813068,21321,13188,4,53165,13
3813069,44258,14354,2,24089,9
3813070,25292,35953,1,18001,1
3813071,44652,14816,0,55825,1
3813072,54724,5084,12,40640,0
3813073,29204,22974,14,1036,12
3813074,58458,46392,8,38138,10
3813075,40510,43457,1,1265,1
3813076,34307,27998,14,51763,3
3813077,6695,42761,9,37373,13
3813078,59655,39633,1,55851,11
3813079,21851,57359,15,7687,7
3813080,17612,55888,0,31517,13
3813081,37401,60078,14,10062,14
3813082,12023,26867,3,47928,8
3813083,38659,6740,4,31619,3
3813084,14493,62971,11,16370,2
3813085,52415,47644,12,10663,7
3813086,54549,64070,6,3834,10
3813087,23166,12335,15,28664,8
3813088,21363,60470,6,51570,2
3813089,22120,46859,11,39602,2
3813090,21455,12763,11,6181,5
3813091,57906,54133,5,33618,2
3813092,63349,48524,12,55158,6
3813093,43527,28584,8,8160,0
3813094,24677,21471,15,9194,10
3813095,58448,16189,13,11034,10
3813096,7417,6423,7,44659,3
3813097,59553,53465,9,13958,6
3813098,10298,49441,1,58162,2
3813099,46769,16360,8,766,14
3813100,62257,53811,3,29291,11
3813101,22868,28242,2,63481,9
3813102,30357,14967,7,26829,13
3813103,38536,49232,0,11833,9
3813104,35731,63513,9,4455,7
3813105,64486,28934,6,3471,15
3813106,36032,34302,14,21392,0
3813107,29589,54786,2,41862,6
3813108,13534,7603,3,52649,9
3813109,28791,44248,8,34136,8
3813110,19418,57069,13,2675,3
3813111,27437,23193,9,55832,8
3813112,60473,40074,10,33281,1
3813113,49206,10383,15,26367,15
3813114,60817,44091,11,41179,11
3813115,58015,55036,12,27082,10
3813116,31190,52189,13,32661,5
3813117,2785,45214,14,35313,1
3813118,28386,26312,8,28252,12
3813119,40356,64036,4,5322,10
3813120,19756,63009,1,38838,6
3813121,21067,4282,10,40888,8
3813122,63967,12404,4,4110,14
3813123,15177,4725,5,16220,12
3813124,30646,20106,10,55361,1
3813125,11593,45461,5,5176,8
3813126,21033,45762,2,50536,8
3813127,30182,36722,2,8049,1
3813128,60990,41062,6,17611,11
3813129,53907,53491,3,59565,13
3813130,37515,65408,0,9141,5
3813131,61033,23880,8,27545,9
3813132,46301,13892,4,63716,4
3813133,27833,60261,5,57576,8
3813134,53622,64671,15,24477,13
3813135,42787,64206,14,31060,4
3813136,58634,44724,4,48698,10
3813137,43615,58329,9,43917,13
3813138,59481,33385,9,58064,0
3813139,47637,42290,2,2606,14
3813140,52603,49414,6,6264,8
3813141,8295,8917,5,45997,13
3813142,10901,18943,15,19515,11
3813143,51222,33842,2,28124,12
3813144,38647,13439,15,38512,0
3813145,1982,8127,15,9518,14
3813146,51764,17737,9,47020,12
3813147,24787,4691,3,3764,4
3813148,62151,19179,11,4664,8
3813149,27113,23379,3,12527,15
3813150,4573,56965,5,64565,5
3813151,48982,43487,15,47989,5
3813152,7337,34435,3,5872,0
3813153,53088,3794,2,52603,11
3813154,5000,60532,4,65010,2
3813155,62223,28236,12,20125,13
3813156,13096,8981,5,35476,4
3813157,65160,35416,8,35455,15
3813158,45315,36543,15,24175,15
3813159,48421,19922,2,38844,12
3813160,64121,57899,11,19827,3
3813161,9780,42361,9,21467,11
3813162,65506,817,1,59645,13
3813163,29504,43219,3,5556,4
3813164,15399,54841,9,16668,12
3813165,40915,53272,8,19653,5
3813166,43114,28690,2,27290,10
3813167,30026,20388,4,31106,2
3813168,6143,13130,10,41060,4
3813169,43519,51767,7,62564,4
3813170,20813,36287,15,22477,13
3813171,43669,8643,3,48860,12
3813172,56620,4668,12,40726,6
3813173,64820,61807,15,37926,6
3813174,15986,59116,12,50648,8
3813175,21707,16626,2,22722,2
3813176,11508,34740,4,60552,8
3813177,38683,42231,7,55579,11
3813178,35814,28808,8,19211,11
3813179,8990,28190,14,21292,12
3813180,58124,11426,2,65070,14
3813181,27538,35540,4,10102,6
3813182,41544,40045,13,4291,3
3813183,12586,31299,3,44124,12
3813184,57250,60358,6,14493,13
3813185,55974,2167,7,56946,2
3813186,20422,32431,15,49389,13
3813187,31884,26642,2,32642,2
3813188,42317,6117,5,61615,15
3813189,21423,33830,6,4348,12
3813190,22309,50564,4,30741,5
3813191,23012,48860,12,60194,2
3813192,45872,38838,6,61531,11
3813193,1762,45539,3,13313,1
3813194,44986,3644,12,6143,15
3813195,1208,63317,5,40452,4
3813196,27157,64124,12,42829,13
3813197,14293,25530,10,8220,12
3813198,59573,9549,13,16303,15
3813199,29363,28361,9,48445,13
3813200,45931,10956,12,31849,9
3813201,36129,672,0,5948,12
3813202,65033,58144,0,46665,9
3813203,60759,17486,14,29225,9
3813204,31566,35151,15,29828,4
3813205,44325,43393,1,10051,3
3813206,10935,34225,1,20146,2
3813207,63809,14086,6,49377,1
3813208,48877,46557,13,59933,13
3813209,51032,43934,14,38303,15
3813210,20633,39011,3,57113,9
3813211,64671,50238,14,44050,2
3813212,17552,58491,11,65345,1
3813213,38309,42105,9,43140,4
3813214,42525,11623,7,1271,7
3813215,1999,30673,1,54298,10
3813216,20740,52573,13,43666,2
3813217,41291,47130,10,9320,8
3813218,26536,18884,4,25740,12
3813219,28763,41956,4,45826,2
3813220,17617,53307,11,54594,2
3813221,27664,31099,11,19992,8
3813222,52453,7325,13,29347,3
3813223,61763,62463,15,42431,15
3813224,48453,59696,0,42088,8
3813225,9942,27314,2,47722,10
3813226,37046,18245,5,6083,3
3813227,8535,37349,5,11423,15
3813228,26735,37051,11,40230,6
3813229,37657,43946,10,46754,2
3813230,15265,26013,13,16750,14
3813231,17548,40407,7,42463,15
3813232,63034,26506,10,7204,4
3813233,33018,23649,1,38211,3
3813234,32305,48965,5,46080,0
3813235,917,5505,1,16377,9
3813236,24236,14212,4,7065,9
3813237,42198,38364,12,63950,14
3813238,56627,17362,2,39400,8
3813239,56903,56657,1,57768,8
3813240,6902,3423,15,2025,9
3813241,58080,21448,8,45915,11
3813242,16207,50122,10,23919,15
3813243,4991,39206,6,5540,4
3813244,17479,22434,2,48257,1
3813245,62087,58079,15,48139,11
3813246,14385,374,6,63564,12
3813247,12740,47609,9,50575,15
3813248,14842,10957,13,10473,9
3813249,10349,51293,13,43252,4
3813250,42829,26574,14,51011,3
3813251,2124,64054,6,59159,7
3813252,60303,22536,8,25712,0
3813253,32688,39457,1,6621,13
3813254,6946,63293,13,37730,2
3813255,4444,19744,0,31393,1
3813256,51369,48685,13,33763,3
3813257,41172,28803,3,50314,10
3813258,3422,62940,12,1385,9
3813259,42162,16058,10,64786,2
3813260,31958,51134,14,59368,8
3813261,28126,29398,6,18473,9
3813262,40875,18890,10,4005,5
3813263,44505,19998,14,176,0
3813264,3906,25858,2,28532,4
3813265,44873,62048,0,38371,3
3813266,6675,40176,0,10976,0
3813267,64810,54434,2,41589,5
3813268,4571,29717,5,15946,10
3813269,54948,49473,1,28757,5
3813270,52571,61475,3,63995,11
3813271,37757,2192,0,30160,0
3813272,43267,50465,1,22092,12
3813273,6846,59185,1,35889,1
3813274,29330,45560,8,62909,13
3813275,55865,46220,12,57887,15
3813276,20171,34684,12,21210,10
3813277,65004,60051,3,63104,0
3813278,43104,26702,14,26012,12
3813279,52769,38512,0,45226,10
3813280,64094,61737,9,7578,10
3813281,7310,2692,4,60798,14
3813282,15101,15622,6,17952,0
3813283,47521,48775,7,36983,7
3813284,42882,13575,7,24210,2
3813285,25170,16318,14,36306,2
3813286,16009,62342,6,41751,7
3813287,63347,30383,15,64724,4
3813288,18004,29108,4,9505,1
3813289,2194,29777,1,17802,10
3813290,51453,10353,1,15586,2
3813291,36704,63751,7,15865,9
3813292,10118,16049,1,16635,11
3813293,50588,61052,12,11168,0
3813294,33606,4030,14,30622,14
3813295,30532,23449,9,18613,5
3813296,10287,43984,0,50410,10
3813297,35938,46441,9,13445,5
3813298,7564,64888,8,46122,10
3813299,22686,3814,6,62727,7
3813300,25668,21266,2,41266,2
3813301,62727,45682,2,30248,8
3813302,18614,39073,1,55896,8
3813303,7660,61808,0,53989,5
3813304,56065,24359,7,42756,4
3813305,59546,13135,15,18854,6
3813306,29894,30039,7,44581,5
3813307,25536,29795,3,54750,14
3813308,44627,36572,12,5621,5
3813309,7104,12786,2,45068,12
3813310,43575,56982,6,48695,7
3813311,53944,11835,11,16958,14
3813312,45054,20940,12,59703,7
3813313,43667,10562,2,48469,5
3813314,63532,52086,6,44646,6
3813315,58946,24602,10,22098,2
3813316,60314,10293,5,15797,5
3813317,38229,53845,5,52707,3
3813318,62531,36728,8,44039,7
3813319,61057,10631,7,9612,12
3813320,56663,50721,1,37811,3
3813321,133,63437,13,33598,14
3813322,10522,64207,15,22184,8
3813323,45369,61754,10,60215,7
3813324,44765,46767,15,983,7
3813325,53487,58693,5,3401,9
3813326,52549,40162,2,46604,12
3813327,31550,59423,15,47630,14
3813328,47734,12665,9,62434,2
3813329,24743,49743,15,42571,11
3813330,23212,11558,6,45110,6
3813331,42833,65058,2,38890,10
3813332,53442,54614,6,21439,15
3813333,46526,14359,7,61529,9
3813334,48507,9944,8,30393,9
3813335,17447,60147,3,51988,4
3813336,20506,41680,0,22616,8
3813337,11234,41718,6,29926,6
3813338,55444,9597,13,10623,15
3813339,42157,42469,5,44384,0
3813340,19923,24008,8,40516,4
3813341,61392,42272,0,49186,2
3813342,59166,23645,13,44929,1
3813343,63122,38668,12,3233,1
3813344,25022,63382,6,12013,13
3813345,36744,24535,7,62639,15
3813346,62049,31435,11,63373,13
3813347,35942,50254,14,45729,1
3813348,40585,24432,0,42635,11
3813349,22004,13781,5,47290,10
3813350,49257,54499,3,3425,1
3813351,40079,59960,8,46916,4
3813352,38978,55446,6,50242,2
3813353,62101,829,13,9550,14
3813354,13086,36391,7,20767,15
3813355,4632,55477,5,18716,12
3813356,24183,46191,15,43875,3
3813357,60997,4388,4,62450,2
